Name,Dirct1,Prodc1,Distributor,Cinematographer1,Actor1,Actor2,Actor3,Actor4,Actor5,Genre,us.year,us.quarter,domestic_bo,budget_nielsen,budget_numbers,director_imm,director_continent,director_country,director_gender,director_race,international_bo,topstar,Release_year,cluster_tfidf_first,cluster_tfidf_second,cluster_lda_major_first,cluster_lda_major_second,cluster_lda_major_second_finer
The Matador,Richard Shepard,Pierce Brosnan,Weinstein Co.,,Pierce Brosnan,Greg Kinnear,Hope Davis,Philip Baker Hall,Dylan Baker,Thriller,2005,4.0,12589255.0,20000000.0,10000000.0,Native-born,North America (US),US,Male,Caucasian,4711583.0,1,2005,0,17,6,18,2
The Matador,Stephen Higgins,Nina Gilden Seavey,City Lights Pictures,Christopher Jenkins,,,,,,Documentary,2008,4.0,,,,,,,,,,0,2005,0,17,6,18,2
The New World,Terrence Malick,Sarah Green,New Line Cinema,Emmanuel Lubezki,Colin Farrell,Christopher Plummer,Christian Bale,August Schellenberg,Wes Studi,Drama,2005,4.0,12712093.0,30000000.0,30000000.0,Native-born,North America (US),US,Male,Caucasian,13472307.0,1,2005,21,5,6,5,2
The Perfect Man,Mark Rosman,Marc Platt,Universal,John R. Leonetti,Hilary Duff,Chris Noth,Mike O'Malley,Heather Locklear,Carson Kressley,Romantic Comedy,2005,2.0,16247775.0,10000000.0,10000000.0,Native-born,North America (US),US,,,3000000.0,1,2005,15,9,11,18,2
"The Prize Winner of Defiance, Ohio",Jane Anderson,Robert Zemeckis,Dreamworks SKG,Jonathan Freeman,,,,,,Drama,2005,3.0,626310.0,20000000.0,,Native-born,North America (US),US,,,,0,2005,12,22,20,18,2
The Producers,Susan Stroman,Mel Brooks,Universal,John Bailey,Nathan Lane,Matthew Broderick,Uma Thurman,Will Ferrell,Gary Beach,Musical,2005,4.0,19377727.0,50000000.0,,Native-born,North America (US),US,,,,1,2005,8,8,20,11,18
The Ring Two,Hideo Nakata,Walter F. Parkes,Dreamworks SKG,Gabriel Beristain,Naomi Watts,Simon Baker,David Dorfman,Elizabeth Perkins,Gary Cole,Horror,2005,1.0,75888270.0,50000000.0,50000000.0,Foreign-born,Asia,Japan,Male,Asian,86000000.0,1,2005,19,13,5,18,2
The Ringer,Barry Blaustein,Bradley Thomas,Fox Searchlight,Mark Irwin),Johnny Knoxville,Brian Cox,Katherine Heigl,Jed Rees,Bill Chott,Comedy,2005,4.0,35424335.0,15000000.0,,Native-born,North America (US),US,,,5013762.0,1,2005,10,17,21,18,2
The Sisterhood of the Traveling Pants,Ken Kwapis,Debra Martin Chase,Warner Bros.,John Bailey,,,,,,Drama,2005,2.0,39008741.0,15000000.0,25000000.0,Native-born,North America (US),US,Male,Caucasian,2507056.0,0,2005,4,11,21,18,2
The Skeleton Key,Iain Softley,,Universal,Dan Mindel,Kate Hudson,Gena Rowlands,John Hurt,Peter Sarsgaard,Joy Bryant,Thriller,2005,3.0,47806295.0,43000000.0,40000000.0,Foreign-born,Europe,United Kingdom,Male,Caucasian,44349203.0,1,2005,18,10,21,0,2
The Squid and the Whale,Noah Baumbach,Wes Anderson,IDP/Goldwyn/Roadside,Robert Yeoman,Jeff Daniels,William Baldwin,Laura Linney,Anna Paquin,Jesse Eisenberg,Comedy,2005,4.0,7362100.0,8500000.0,1500000.0,Native-born,North America (US),US,Male,Caucasian,3818689.0,1,2005,1,15,2,18,2
The Three Burials of Melquiades Estrada,Tommy Lee Jones,Michael Fitzgerald,Sony Pictures,,Tommy Lee Jones,Julio Cesar Cedillo,Vanessa Bauche),Dwight Yoakam,Barry Tubb,Drama,2005,4.0,5023275.0,15000000.0,,,,,,,,1,2005,16,20,18,18,2
The War Within,Joseph Castelo,Tom Glynn,Magnolia Pictures,Lisa Rinzler,Ayad Akhtar,Firdous Bamji,Sarita Choudhury,Nandana Sen,John Ventimiglia,Drama,2005,3.0,73789.0,2000000.0,,Native-born,North America (US),US,Male,,,0,2005,2,13,6,2,2
The Weather Man,Gore Verbinski,Todd Black,Paramount Pictures,Phedon Papamichael,Nicolas Cage,Hope Davis,Michael Caine,Michael Rispoli,Gil Bellows,Comedy,2005,4.0,12469811.0,25000000.0,20000000.0,Native-born,North America (US),US,Male,Caucasian,2984186.0,1,2005,4,11,7,11,2
The Wedding Date,Clare Kilner,Nathalie Marciano,Universal,Oliver Curtis,,,,,,Romantic Comedy,2005,1.0,31585300.0,15000000.0,15000000.0,Foreign-born,,,,,15448043.0,0,2005,21,5,20,5,18
Thumbsucker,Mike Mills,Bob Stephenson,Sony Pictures,Joaquin Baca-Asay,,,,,,Comedy,2005,3.0,1325073.0,4000000.0,4000000.0,Native-born,North America (US),US,Male,Caucasian,590518.0,0,2005,4,11,18,18,2
Transamerica,Duncan Tucker,Linda Moran,IFC Films,Stephen Kazmierski,Felicity Huffman,Kevin Zegers,Fionnula Flanagan,Elizabeth Peña,Graham Greene,Drama,2005,4.0,9012033.0,2000000.0,,Native-born,North America (US),US,,,,1,2005,13,18,6,18,2
Two for the Money,D.J. Caruso,James G. Robinson,Universal,Conrad W. Hall,Al Pacino,Matthew McConaughey,Rene Russo,Armand Assante,Jeremy Piven,Drama,2005,4.0,22862049.0,27000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,2005,13,18,16,18,2
Undiscovered,Meiert Avis,Michael Burns,Lionsgate,Danny Hiele,Pell James,Steven Strait,Ashlee Simpson,Shannyn Sossamon,Carrie Fisher,Romantic Comedy,2005,3.0,1046166.0,9000000.0,,Foreign-born,,Irish,,,,1,2005,21,5,4,5,14
Walk the Line,James Mangold,James Keach,20th Century Fox,Phedon Papamichael,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick,Dallas Roberts,Biopic,2005,4.0,119518352.0,28000000.0,29000000.0,Native-born,North America (US),US,Male,Caucasian,68188093.0,1,2005,0,11,17,18,2
War of the Worlds,Steven Spielberg,Kathleen Kennedy,Paramount Pictures,Janusz Kaminski,Tom Cruise,Dakota Fanning,Miranda Otto,Justin Chatwin,Tim Robbins,Sci-Fi,2005,2.0,234277056.0,135000000.0,132000000.0,Native-born,North America (US),US,Male,Caucasian,372556181.0,1,2005,2,4,8,18,2
Wedding Crashers,David Dobkin,Andrew Panay,New Line Cinema,Julio Macat,Owen Wilson,Vince Vaughn,Christopher Walken,Rachel McAdams,Isla Fisher,Romantic Comedy,2005,3.0,209218368.0,40000000.0,40000000.0,Native-born,North America (US),US,,,74000000.0,1,2005,21,3,6,4,2
Where the Truth Lies,Atom Egoyan,Robert Lantos,ThinkFilm,Paul Sarossy,Kevin Bacon,Colin Firth,Alison Lohman,Rachel Blanchard,David Hayman,Drama,2005,4.0,871527.0,23000000.0,,Foreign-born,Africa,Egypt,Male,Caucasian,,1,2005,10,17,17,18,2
White Noise,Geoffrey Sax,Shawn Williamson,Universal,,Michael Keaton,Chandra West,Deborah Kara Unger,Ian McNeice,Sarah Strange,Sci-Fi,2005,1.0,55851350.0,30000000.0,10000000.0,Foreign-born,,British ,,,36000000.0,1,2005,14,16,11,18,33
Winter Solstice,Josh Sternfeld,John Limotte,Paramount Pictures,Harlan Bosmajian,Aaron Stanford,Mark Webber,Anthony LaPaglia,Allison Janney,Ron Livingston,Drama,2005,2.0,319228.0,5000000.0,,Native-born,North America (US),US,,,,1,2004,1,15,6,13,2
16 Blocks,Richard Donner,Avi Lerner,Warner Bros.,Glen MacPherson,Bruce Willis,Yasiin Bey,David Morse,Jenna Stern,Tig Fong,Drama,2006,1.0,36883539.0,45000000.0,45000000.0,Native-born,North America (US),US,,,28700000.0,1,2006,20,2,16,18,2
51 Birch Street,Doug Block,Doug Block,Truly Indie,Doug Block,,,,,,Documentary,2006,4.0,84689.0,500000.0,,Native-born,North America (US),US,,,,0,2005,12,22,6,18,2
A Good Year,Ridley Scott,Ridley Scott,20th Century Fox,Philippe LeSourd,Russell Crowe,Albert Finney,Marion Cotillard,Didier Bourdon,Abbie Cornish,Drama,2006,4.0,7458269.0,35000000.0,,Foreign-born,Europe,United Kingdom,Male,Caucasian,,1,2006,19,21,16,5,2
A Guide to Recognizing Your Saints,Dito Montiel,Trudie Styler,First Look,,Robert Downey Jr.,Shia LaBeouf,Chazz Palminteri,Dianne Wiest,Rosario Dawson,Drama,2006,3.0,516139.0,2500000.0,,Native-born,North America (US),US,Male,Caucasian,1611255.0,1,2006,4,11,12,18,15
A Prairie Home Companion,Robert Altman,Robert Altman,Picturehouse,Edward Lachman,,,,,,Drama,2006,2.0,20338609.0,10000000.0,10000000.0,Native-born,North America (US),US,,,6373339.0,0,2006,11,12,21,5,18
A Scanner Darkly,Richard Linklater,Jonah Smith,Warner Bros.,Shane F. Kelly),Keanu Reeves,Mitch Baker,Robert Downey Jr.,Winona Ryder,Woody Harrelson,Animated,2006,3.0,5480996.0,8700000.0,20000000.0,Native-born,North America (US),US,Male,Caucasian,1903468.0,1,2006,20,2,18,18,2
Abominable,Ryan Schifrin,Paul Spadone,Freestyle Releasing,Neal L Fredericks,Matt McCoy,Lance Henriksen,Jeffrey Combs,Dee Wallace Stone,Rex Linn,Horror,2006,2.0,,2500000.0,,,,,Male,,,1,2006,16,4,6,18,18
Accepted,Steve Pink,Tom Shadyac,Universal,Matthew Leonetti,Justin Long,Jonah Hill,Adam Herschman,Columbus Short,Maria Thayer,Comedy,2006,3.0,36300285.0,23000000.0,,Native-born,North America (US),US,Male,,1734720.0,1,2006,1,15,16,18,2
Akeelah and the Bee,Doug Atchison,Sid Ganis,Lionsgate,M David Mullen,Laurence Fishburne,Keke Palmer,Angela Bassett,Curtis Armstrong,J.R. Villarreal,Drama,2006,2.0,18811135.0,8000000.0,8000000.0,Native-born,North America (US),US,,,110994.0,1,2006,4,11,20,18,2
Al Franken: God Spoke,Chris Hegedus,Frazer Pennebaker,Balcony Releasing,Nick Doob,Al Franken,Ann Coulter,Sean Hannity,Henry Kissinger,Bill O'Reilly,Documentary,2006,3.0,102990.0,1000000.0,,Native-born,North America (US),US,Female,Caucasian,,0,2006,11,12,3,16,25
American Dreamz,Paul Weitz,Paul Weitz,Universal,Robert Elswit,Hugh Grant,Dennis Quaid,Mandy Moore,Willem Dafoe,Chris Klein,Comedy,2006,2.0,7156725.0,19000000.0,17000000.0,Native-born,North America (US),US,Male,Caucasian,9196944.0,1,2006,11,12,6,16,2
American Hardcore,Paul Rachman,Paul Rachman,Sony Pictures,Paul Rachman,Adolescents,Bad Brains,Black Flag,Circle Jerks,DOA,Documentary,2006,3.0,278247.0,500000.0,,Native-born,North America (US),US,,,,0,2006,11,12,1,11,34
Another Gay Movie,Todd Stephens,Karen Jaroneski,TLA Entertainment Group,Carl Bartels,Scott Thompson,Justin Bond,Michael Carbonaro,Ashlie Atkinson,James Getzlaff,Comedy,2006,3.0,654132.0,500000.0,,Native-born,North America (US),US,,,,0,2006,21,3,15,18,18
Apocalypto,Mel Gibson,Mel Gibson,Walt Disney,Dean Semler,Dalia Hernandez,Mayra Serbulo,Gerardo Taracena,Raoul Trujillo,Rudy Youngblood,Action,2006,4.0,50859889.0,30000000.0,40000000.0,Native-born,North America (US),US,Male,Caucasian,70165637.0,0,2006,14,16,11,5,19
Aquamarine,Elizabeth Allen,Susan Cartsonis,20th Century Fox,Brian Breheny,Emma Roberts,"Joanna ""JoJo"" Levesque",Sara Paxton,Jake McDorman,Arielle Kebbel,Fantasy,2006,1.0,18595716.0,17000000.0,12000000.0,,,,Female,Caucasian,4381611.0,1,2006,0,17,21,18,2
Art School Confidential,Terry Zwigoff,John Malkovich,Sony Pictures,James M Anderson,Max Minghella,Sophia Myles,John Malkovich,Jim Broadbent,Matt Keeslar,Comedy,2006,2.0,3296916.0,15000000.0,,Native-born,North America (US),US,,,,1,2006,21,5,13,18,2
Artie Lange's Beer League,Frank Sebastiano,Anthony Mastromauro,Echo Bridge Entertainment,David Phillips,Artie Lange,Louis Lombardi,Seymour Cassel,Ralph Macchio,Cara Buono,Romantic Comedy,2006,3.0,475000.0,2800000.0,,,,,,,,0,2006,8,8,0,18,2
Ask the Dust,Robert Towne,Paula Wagner,Paramount Pictures,Caleb Deschanel,Colin Farrell,Salma Hayek,Donald Sutherland,Eileen Atkins,Justin Kirk,Drama,2006,1.0,742614.0,15000000.0,,Native-born,North America (US),US,,,,1,2006,21,5,6,18,36
ATL,Chris Robinson,Dallas Austin,Warner Bros.,"Karsten ""Crash"" Gopinath","Tip ""T.I."" Harris",Lauren London,Big Boi,Mykelti Williamson,Keith David,Comedy,2006,1.0,21160089.0,17000000.0,17000000.0,Native-born,North America (US),US,Male,,,0,2006,10,15,1,18,2
Automaton Transfusion,Steven C. Miller,Geoffrey James Clark,,Jeff Dolen,Garrett Jones,Juliet Reeves,William Howard Bowman,Rowan Bousaid,Ashley Elizabeth Pierce,Horror,2006,,,,,Native-born,North America (US),US,Male,Caucasian,,0,2006,17,1,8,18,44
Automatons,James McKenney,Lisa Wisely,Glass Eye Pix,David Hale,Christine Spencer,Brenda Cooney,Angus Scrimm,Noah DeFilippis,Don Wood,Sci-Fi,2006,4.0,,,,,,,,,,0,2006,19,13,4,5,2
Beerfest,Jay Chandrasekhar,Bill Gerber,Warner Bros.,Frankie DeMarco,Paul Soter,Erik Stolhanske,Steve Lemme,Kevin Heffernan,Jay Chandrasekhar,Comedy,2006,3.0,19179969.0,12500000.0,17500000.0,Native-born,North America (US),US,Male,Southeast Asian/Indian,974132.0,0,2006,12,22,20,18,2
Big Momma's House 2,John P. Whitesell,David Friendly,20th Century Fox,Mark Irwin),Martin Lawrence,Nia Long,Emily Procter,Zachary Levi,Mark Moses,Comedy,2006,1.0,70163652.0,40000000.0,40000000.0,Native-born,North America (US),US,,,66881404.0,1,2006,12,22,19,18,2
Black Christmas,Glen Morgan,Glen Morgan,MGM,Robert McLachlan,Michelle Trachtenberg,Mary Elizabeth Winstead,Katie Cassidy,Lacey Chabert,Crystal Lowe,Horror,2006,4.0,16235293.0,9000000.0,9000000.0,Native-born,North America (US),US,,,,1,2006,18,10,20,8,29
Blood Diamond,Edward Zwick,Gillian Gorfil,Warner Bros.,Eduardo Serra,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,Arnold Vosloo,Michael Sheen,Thriller,2006,4.0,57366262.0,100000000.0,100000000.0,Native-born,North America (US),US,Male,Caucasian,114000000.0,1,2006,12,22,6,18,2
Cars,John Lasseter,Darla K. Anderson,Walt Disney,Jeremy Lasky,Owen Wilson,Paul Newman,Bonnie Hunt,Richard Petty,Cheech Marin,Animated,2006,2.0,244052771.0,70000000.0,70000000.0,Native-born,North America (US),US,,,217547576.0,1,2006,22,19,16,18,2
Casino Royale,Martin Campbell,Barbara Broccoli,Sony Pictures,,Daniel Craig,Judi Dench,Mads Mikkelsen,Eva Green,Jeffrey Wright,Action,2006,4.0,167007184.0,140000000.0,102000000.0,Foreign-born,Oceania,New Zealand,Male,Caucasian,427055283.0,1,2006,13,18,16,18,2
Catch a Fire,Phillip Noyce,,Focus Features,Ron Fortunato,Tim Robbins,Derek Luke,Bonnie Henna,Mncedisi Shabangu,Terry Pheto,Drama,2006,4.0,4291965.0,15000000.0,,Foreign-born,,Australian ,,,,1,2006,12,22,16,18,2
Charlotte's Web,Gary Winick,Jordan Kerner,Paramount Pictures,Seamus McGarvey,Dakota Fanning,Oprah Winfrey,Dominic Scott Kay,John Cleese,Steve Buscemi,Family,2006,4.0,82506325.0,85000000.0,82500000.0,Native-born,North America (US),US,,,61000000.0,1,2006,4,11,16,16,26
Children of Men,Alfonso Cuarón,Hilary Shor,Universal,Emmanuel Lubezki,,,,,,Thriller,2006,4.0,35286428.0,76000000.0,76000000.0,Foreign-born,Latin America,Mexico,Male,Latinx/Hispanic,34292628.0,0,2006,9,7,5,18,10
Christmas at Maxwell's,Bill Laufer,Bill Laufer,LauferFilm,Tiffany Laufer,Andrew May,Jack Hourigan,,,,Drama,2006,4.0,,3000000.0,,,,,,,,0,2006,12,3,19,15,33
Church Ball,Kurt Hale,George Dayton,Halestorm Entertainment,William Webb,Fred Willard,Andrew Wilson,Clint Howard,Gary Coleman,Ross Brockley,Drama,2006,1.0,464991.0,1000000.0,,,,,,,,0,2006,21,3,0,1,38
Clerks II,Kevin Smith,Scott Mosier,MGM,David Klein,Brian O'Halloran,Jeff Anderson,Rosario Dawson,Jason Mewes,Kevin Smith,Comedy,2006,3.0,24138847.0,5000000.0,5000000.0,Native-born,North America (US),US,Male,Caucasian,3194178.0,1,2006,0,17,6,4,37
Color of the Cross,Jean-Claude LaMarre,Cecil Murray,Warning Films/Nu-Lite Entertainment,Paul Mayne,Jean-Claude LaMarre,Debbi Morgan,Ananda Lewis,Johann Jean,Adam Green,Drama,2006,4.0,84744.0,2500000.0,,Native-born,North America (US),US,Male,Black or African American,,0,2006,3,14,6,5,2
Come Early Morning,Joey Lauren Adams,Julie Yorn,Roadside Attractions,Tim Orr,Ashley Judd,Laura Prepon,Tim Blake Nelson,Diane Ladd,Jeffrey Donovan,Romance,2006,4.0,117560.0,6000000.0,,Native-born,North America (US),US,,,,1,2006,4,11,20,18,2
Crank,Mark Neveldine,Michael Davis,Lionsgate,Adam Biddle,Jason Statham,Amy Smart,Efren Ramirez,Jose Pablo Cantillo,Jay Xcala,Action,2006,3.0,27829874.0,12000000.0,12000000.0,Native-born,North America (US),US,Male,,16086515.0,1,2006,6,20,21,5,2
Crossover,Preston A. Whitmore II,Frank Mancuso Jr.,TriStar Pictures,Christian Sebaldt),Anthony Mackie,Shelli Boone,Wayne Brady,Alecia Jai Fears,Michael Kimbrew,Other,2006,3.0,7009668.0,5600000.0,,Native-born,North America (US),US,Male,Black or African American,,1,2006,8,8,11,18,26
Cruel World,Kelsey Howard,Tim Wesley,,,Edward Furlong,Susan Ward,Jaime Pressly,Andrew Keegan,Sanoe Lake,Horror,2006,4.0,16344.0,1700000.0,,,,,,,,0,2005,18,10,4,18,2
Curious George,Matt O'Callaghan,Ron Howard,Universal,,,,,,,Animated,2006,1.0,58336565.0,40000000.0,50000000.0,Native-born,North America (US),US,,,12412485.0,0,2006,19,3,4,18,19
Danika,Ariel Vromen,Mark Roberts,,Darko Suvak,Marisa Tomei,Craig Bierko,Regina Hall,Kyle Gallner,Nicki Prian,Horror,2006,,,,,Foreign-born,Asia,Israel,Male,,,1,2006,22,19,6,6,2
Danny Roane: First Time Director,Andy Dick,Chris Romano,,Ben Gamble,Andy Dick,Sara Rue,Bob Odenkirk,Ben Stiller,Paul Henderson,Comedy,2006,,,,,Native-born,North America (US),US,,,,1,2006,11,12,18,14,7
Date Movie,Aaron Seltzer,Paul Schiff,20th Century Fox,Shawn Maurer,Alyson Hannigan,Adam Campbell,Sophie Monk,Eddie Griffin,Fred Willard,Romantic Comedy,2006,1.0,48545760.0,20000000.0,20000000.0,Foreign-born,North America (Canada),Canada,Male,Caucasian,36597739.0,0,2006,21,3,6,18,2
Dave Chappelle's Block Party,Michel Gondry,Dave Chappelle,Focus Features,Ellen Kuras,Fugees,Dead Prez,The Roots,Central State University March,The Brooklyn Steppers,Comedy,2006,1.0,11694528.0,5000000.0,3000000.0,Foreign-born,Europe,France,Male,Caucasian,333329.0,0,2006,11,12,17,18,36
Don't Come Knocking,Wim Wenders,Ulrich Felsberg,Sony Pictures,Franz Lustig,Sam Shepard,Jessica Lange,Gabriel Mann,Eva Marie Saint,Marieh Delfino,Adventure,2006,1.0,438732.0,11000000.0,,Foreign-born,Europe,Germany,Male,Caucasian,,1,2005,11,12,7,14,16
Dreamgirls,Bill Condon,Laurence Mark,Paramount Pictures,Tobias Schliessler,Beyoncé,Jamie Foxx,Eddie Murphy,Danny Glover,Jennifer Hudson,Drama,2006,4.0,103338338.0,70000000.0,75000000.0,Native-born,North America (US),US,Male,Caucasian,52342739.0,1,2006,9,7,21,5,2
Dreamland,Jason Matzner,Douglas Mankoff,,Jonathan Sela),Agnes Bruckner,Kelli Garner,Justin Long,John Corbett,Brian Klugman,Drama,2006,4.0,,2000000.0,,,,,,,,1,2006,4,11,14,13,31
Eight Below,Frank Marshall,David Hoberman,Walt Disney,Don Burgess,Paul Walker,Bruce Greenwood,Moon Bloodgood,Jason Biggs,Gerard Plunkett,Action,2006,1.0,81583096.0,40000000.0,40000000.0,Native-born,North America (US),US,,,38843429.0,1,2006,19,21,11,18,30
Employee of the Month,Greg Coolidge,Andrew Panay,Lionsgate,Anthony B Richmond,Dane Cook,Jessica Simpson,Dax Shepard,Efren Ramirez,Harland Williams,Comedy,2006,4.0,28435406.0,12000000.0,10000000.0,Native-born,North America (US),US,Male,,9920000.0,0,2006,10,17,17,18,2
Encounter Point,Ronit Avni,Nahanni Rous,Just Vision,Mickey Elkeles,Ali Abu Awwad,Robi Damelin,Shlomo Zagman,Sami Al Jundi,Tzvika Shahak,Documentary,2006,4.0,,,,,,,,,,0,2006,12,22,21,19,15
Eragon,Stefen Fangmeier,John Davis,20th Century Fox,Hugh Johnson,Ed Speleers,Jeremy Irons,John Malkovich,Djimon Hounsou,Sienna Guillory,Family,2006,4.0,75030163.0,100000000.0,100000000.0,Native-born,North America (US),US,,,174457952.0,1,2006,2,13,6,18,2
Everyone's Hero,Colin Brady,Ron Tippe,20th Century Fox,Jan Carlee,Whoopi Goldberg,Rob Reiner,Jake T. Austin,William H. Macy,Brian Dennehy,Animated,2006,3.0,14522427.0,60000000.0,,,,,,,2477336.0,1,2006,4,11,10,18,4
Expiration Date,Rick Stevenson,Rick Stevenson,Road Kill Productions,Bruce Worrall,Nakotah Larance,Ned Romero,David Keith,Dee Wallace Stone,Sascha Knopf,Romantic Comedy,2006,3.0,,,,Native-born,North America (US),US,,,,0,2006,3,14,6,18,12
Factory Girl,George Hickenlooper,Aaron Richard Golub,The Weinstein Company,Michael Grady,Guy Pearce,Sienna Miller,Hayden Christensen,Jimmy Fallon,Meredith Ostrom,Biopic,2006,4.0,,7000000.0,,,,,,,,1,2006,10,0,21,18,2
Failure to Launch,Tom Dey,Scott Rudin,Paramount Pictures,Claudio Miranda,Matthew McConaughey,Sarah Jessica Parker,Zooey Deschanel,Justin Bartha,Bradley Cooper,Romantic Comedy,2006,1.0,88658172.0,50000000.0,50000000.0,,,,,,39687709.0,1,2006,3,3,10,12,19
Fast Food Nation,Richard Linklater,Jeremy Thomas,Fox Searchlight,Lee Daniel,Catalina Sandino Moreno,Wilmer Valderrama,Ana Claudia Talancon,Greg Kinnear,Bobby Cannavale,Drama,2006,4.0,1004059.0,15000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,2006,10,21,8,18,7
Fifty Pills,Theo Avgerinos,Matthew Perniciaro,,Harris Charalambous,Kristen Bell,Lou Taylor Pucci,John Hensley,Nora Zehetner,Eddie Kaye Thomas,Comedy,2006,,,,,Native-born,North America (US),US,Male,,,1,2006,13,18,16,17,16
Final Destination 3,James Wong,Warren Zide,New Line Cinema,Robert McLachlan,Mary Elizabeth Winstead,Ryan Merriman,Kris Lemche,Alexz Johnson,Sam Easton,Horror,2006,1.0,54098051.0,25000000.0,25000000.0,Foreign-born,,,,,58700000.0,1,2006,6,4,6,1,25
Find Me Guilty,Sidney Lumet,T.J. Mancini,Freestyle Releasing,Ron Fortunato,Vin Diesel,Ron Silver,Annabella Sciorra,Peter Dinklage,Linus Roache,Drama,2006,1.0,1173673.0,13000000.0,13000000.0,Native-born,North America (US),US,,,1724552.0,1,2006,12,22,16,18,2
Firewall,Richard Loncraine,Jonathan Shestack,Warner Bros.,Marco Pontecorvo,Harrison Ford,Paul Bettany,Virginia Madsen,Mary Lynn Rajskub,Robert Patrick,Action,2006,1.0,48745150.0,60000000.0,50000000.0,Foreign-born,Europe,United Kingdom,Male,Caucasian,34000000.0,1,2006,18,10,8,18,2
Flags of Our Fathers,Clint Eastwood,Clint Eastwood,Paramount Pictures,Tom Stern,Ryan Phillippe,Adam Beach,Jesse Bradford,Jamie Bell,Paul Walker,Historical,2006,4.0,33574332.0,90000000.0,53000000.0,Native-born,North America (US),US,Male,Caucasian,30055565.0,1,2006,0,16,1,22,2
Flicka,Michael Mayer,Gil Netter,20th Century Fox,J Michael Muro,Alison Lohman,Tim McGraw,Ryan Kwanten,Maria Bello,Danny Pino,Drama,2006,4.0,20998709.0,15000000.0,15000000.0,Native-born,North America (US),US,Male,Caucasian,896220.0,1,2006,4,11,13,2,2
Flushed Away,Sam Fell,Peter Lord,Paramount Pictures,,Hugh Jackman,Kate Winslet,Andy Serkis,Shane Richie,Bill Nighy,Animated,2006,4.0,64459316.0,149000000.0,149000000.0,,,,,,114691454.0,1,2006,12,22,21,18,2
Flyboys,Tony Bill,Dean Devlin,MGM,Henry Braham,James Franco,Jean Reno,David Ellison,Martin Henderson,Jenny Decker,Drama,2006,3.0,13082288.0,60000000.0,60000000.0,,,,,,1725749.0,1,2006,2,13,21,18,2
For Your Consideration,Christopher Guest,Karen Murphy,Warner Bros.,Roberto Schaefer,Catherine O'Hara,Eugene Levy,Harry Shearer,Christopher Guest,John Michael Higgins,Comedy,2006,4.0,5542025.0,12000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,2006,11,12,6,18,18
Freedomland,Joe Roth,Scott Rudin,Sony Pictures,Anastas Michos,Samuel L. Jackson,Julianne Moore,Edie Falco,Ron Eldard,William Forsythe,Crime,2006,1.0,12512886.0,35000000.0,,Native-born,North America (US),US,,,2138330.0,1,2006,20,2,17,20,2
Garfield: A Tail of Two Kitties,Tim Hill,John Davis,20th Century Fox,Peter Collister),Jennifer Love Hewitt,Breckin Meyer,Bill Murray,Lucy Davis,Billy Connolly,Animated,2006,2.0,28424210.0,50000000.0,60000000.0,Native-born,North America (US),US,,,119558626.0,1,2006,19,13,21,0,2
