Name,Dirct1,Prodc1,Distributor,Cinematographer1,Actor1,Actor2,Actor3,Actor4,Actor5,Genre,us.year,us.quarter,domestic_bo,budget_nielsen,budget_numbers,director_imm,director_continent,director_country,director_gender,director_race,international_bo,topstar
American Gangster,Ridley Scott,Brian Grazer,Universal,Harris Savides,Denzel Washington,Russell Crowe,Josh Brolin,Common,RZA,Biopic,2007,4.0,130127620.0,100000000.0,100000000.0,Foreign-born,Europe,United Kingdom,Male,Caucasian,137820811.0,1
American Pastime,Desmond Nakano,Barry Rosenbush,Rosy Bushes,Matthew Williams,Gary Cole,Aaron Yoo,Masatoshi Nakamura,Judie Ongg,Seth Sakai,Drama,2007,2.0,,,,,,,,,,0
AmericanEast,Hesham Issawi,Brian Cox,,Michael G. Wojciechowski,Tony Shalhoub,Amanda Detmer,Kais Nashif,Sayed Badreya,Anthony Azizi,Drama,2007,,,,,Foreign-born,,Egyptian,,,,0
Americanizing Shelley,Lorraine Senna,Naomi Cooper,American Pride Films Group,Christo Bakalov,Beau Bridges,Shaheen Khan,Namrata Singh Gujral,Phillip Rhys,Wil Wheaton,Musical,2007,2.0,,3000000.0,,,,,,,,0
Amerikana,James Merendino,Katrina Fernandez,,,Michael Goorjian,James Duval,,,,Drama,2007,2.0,,,,Native-born,North America (US),US,Male,,,0
An Unreasonable Man,Steve Skrovan,Kevin O'Donnell,IFC First Take,Mark Raker,Tarek Milleron,Morton Mintz,,,,Documentary,2007,1.0,175237.0,500000.0,,Native-born,North America (US),US,,,,0
And Then Came Love,Richard Schenkman,Caytha Jentis,Fox Meadow Films,Tim Naylor,Eartha Kitt,Kevin Daniels,Jeremy Gumbs,Vanessa Williams,Michael Boatman,Romantic Comedy,2007,2.0,,989000.0,,Native-born,North America (US),US,Male,,,0
Angels in the Dust,Louise Hogarth,Louise Hogarth,Cinema Libre,May Rigler,,,,,,Documentary,2007,3.0,,450000.0,,,,,,,,0
Aqua Teen Hunger Force Colon Movie Film for Theaters,Matthew Maiellaro,Matthew Maiellaro,First Look Pictures,,Matthew Maiellaro,Dave Willis,Dana Snyder,Carey Means,Andy Merrill,Animated,2007,2.0,5518918.0,750000.0,750000.0,Native-born,North America (US),US,,,,0
Arctic Tale,Adam Ravetch,Adam Leipzig,Paramount Pictures,Pierre Rouger,Queen Latifah,Katrina Agate,Zain Ali,Preston Bailey,Kwesi Boakye,Documentary,2007,3.0,833308.0,1000000.0,,Native-born,North America (US),US,,,,1
Are We Done Yet?,Steve Carr,Ted Hartley,Sony Pictures,Jack N Green,Ice Cube,Nia Long,Aleisha Allen,Philip Bolden,John C. McGinley,Comedy,2007,2.0,49631958.0,37000000.0,,Native-born,North America (US),US,Male,Caucasian,8725535.0,1
Arnolds Park,Gene Teigland,Gene Teigland,Lantern Lane Entertainment,,,,,,,Drama,2007,3.0,,,,,,,,,,0
Arranged,Stefan Schaefer,Stefan Schaefer,Film Movement,Dan Hersey,Zoe Lister-Jones,Francis Benhamou,Marcia Jean Kurtz,John Rothman,Daniel London,Drama,2007,4.0,16506.0,120000.0,,Native-born,North America (US),US,,,,0
As You Like It,Kenneth Branagh,Judy Hofflund,Picturehouse,Roger Lanser,,,,,,Comedy,2007,,,,,Foreign-born,Europe,United Kingdom,Male,Caucasian,,0
Atonement,Joe Wright,Paul Webster,Focus Features,Seamus McGarvey,James McAvoy,Keira Knightley,Saoirse Ronan,Brenda Blethyn,Vanessa Redgrave,Romance,2007,4.0,50921738.0,30000000.0,,Foreign-born,Europe,United Kingdom,Male,Caucasian,,1
August Rush,Kirsten Sheridan,Richard Barton Lewis,Warner Bros.,John Mathieson,Freddie Highmore,Robin Williams,Keri Russell,Jonathan Rhys Meyers,Terrence Howard,Comedy,2007,4.0,31655091.0,30000000.0,25000000.0,Foreign-born,,Irish,,,32941600.0,1
August the First,Lanre Olabisi,Nicky Akmal,,Larry J Hillier,Dennis Green,Ian Alsup,Sean Phillips,Kerisse Hutchinson,Robert McKay,Drama,2007,,,,,,,,,,,0
Awake,Joby Harold,John M. Penotti,Weinstein Co.,Russell Carpenter),Hayden Christensen,Jessica Alba,Lena Olin,Terrence Howard,Sam Robards,Drama,2007,4.0,14373825.0,10900000.0,8600000.0,Foreign-born,,,,,18594823.0,1
Away From Her,Sarah Polley,Daniel Iron,Lionsgate,Luc Montpellier,,,,,,Drama,2007,2.0,4548331.0,3400000.0,,Foreign-born,,,,,,0
Bad Boys of Summer,Tiller Russell,Loren Mendell,,Loren Mendell,,,,,,Documentary,2007,,,,,,,,Male,Caucasian,,0
Badland,Francesco Lucente,Olimpia Lucente,Badland,Carlo Varini,,,,,,Drama,2007,4.0,,10000000.0,,Foreign-born,,,,,,0
Balls of Fury,Robert Ben Garant,Roger Birnbaum,Focus Features,Thomas Ackerman,Dan Fogler,Christopher Walken,George Lopez,Maggie Q,Thomas Lennon,Comedy,2007,3.0,32878486.0,16000000.0,,,,,,,8893086.0,1
Bam Bam and Celeste,Lorene Machado,Eva M. Kolodner,,Matthew Clark,Margaret Cho,Bruce Daniels,Alan Cumming,Butch Klein,Jane Lynch,Comedy,2007,,,1000000.0,,,,,,,,0
Bamako,Abderrahmane Sissako,Denis Freyd,New Yorker Films,Jacques Besse,Helene Diarra,Hameye Mahalmadane,Aissata Tall Sall,William Bourdon,Danny Glover,Drama,2007,1.0,112351.0,2625000.0,,Foreign-born,Africa,Mauritania,Male,Black or African American,,1
Banished,Marco Williams,Marco Williams,Center For Investigative Reporting,Stephen McCarthy,,,,,,Documentary,2007,3.0,,,,,,,,,,0
Be My Oswald,Don Cato,Don Cato,Don Cato Films,,Katha Cato,Mary Huner,Jeannie Noth,Ben Oliver,Tom Pagano,Comedy,2007,4.0,,,,,,,,,,0
Beauty Remains,Ann Hu,Ann Hu,Emerging Pictures,Scott Kevan),Xun Zhou,Vivian Wu,Lisa Lu,Zhu Man Fang,Sheng Chang,Drama,2007,3.0,3248.0,2000000.0,,,,,,,,0
Because I Said So,Michael Lehmann,Paul Brooks,Universal,Julio Macat,Diane Keaton,Mandy Moore,Gabriel Macht,Tom Everett Scott,Lauren Graham,Romantic Comedy,2007,1.0,42640890.0,38000000.0,39000000.0,Native-born,North America (US),US,,,26864793.0,1
Becoming Jane,Julian Jarrold,Graham Broadbent,Miramax,Eigil Bryld,Anne Hathaway,Julie Walters,James McAvoy,Maggie Smith,Jessica Ashworth,Biopic,2007,3.0,18663911.0,19500000.0,,Foreign-born,Europe,United Kingdom,Male,,,1
Becoming John Ford,Nick Redman,Nick Redman,,Bengt Jonsson,Rudy Behlmer,Janet Bergstrom,James D'Arc,Lem Dobbs,Peter Fonda,Documentary,2007,,,,,,,,,,,1
Bee Movie,Steve Hickner,Jerry Seinfeld,Paramount Pictures,,Jerry Seinfeld,Renée Zellweger,Kathy Bates,Oprah Winfrey,Matthew Broderick,Animated,2007,4.0,126597121.0,150000000.0,150000000.0,Native-born,North America (US),US,,,160963300.0,1
Before the Devil Knows You're Dead,Sidney Lumet,Michael Cerenzie,ThinkFilm,Ron Fortunato,Ethan Hawke,Albert Finney,Marisa Tomei,Philip Seymour Hoffman,Aleksa Palladino,Thriller,2007,4.0,7083025.0,10000000.0,,Native-born,North America (US),US,,,17823577.0,1
Behind the Mask: The Rise of Leslie Vernon,Scott Glosserman,Scott Glosserman,Anchor Bay Entertainment,Jaron Presant,Robert Englund,Zelda Rubinstein,Scott Wilson,Nathan Baesel,Angela Goethals,Comedy,2007,1.0,,5000000.0,,Native-born,North America (US),US,,,,0
Believe,Loki Mulholland,Russ Kendall,Kaleidoscope Pictures,,Larry Bagby III,Troy Dunn,Ann Bosler,Lincoln Hoppe,Stephen J Anderson,Comedy,2007,2.0,,,,,,,,,,0
Believe In Me,Robert Collector,Cotty Chubb,IFC Films,James L Carter,Bruce Dern,Samantha Mathis,Jeffrey Donovan,Alicia Lagano,Kevin Wiggins,Drama,2007,1.0,208565.0,7000000.0,,,,,,,,1
Bella,Alejandro Gomez Monteverde,Sean Wolfington,Roadside Attractions,Andrew Cadelago,Sophie Nyweide,Eduardo Verástegui,Ramon Rodriguez,Tammy Blanchard,Manny Perez,Drama,2007,4.0,8108247.0,3300000.0,3300000.0,Foreign-born,Latin America,Mexico,Male,,4312100.0,0
Beowulf,Robert Zemeckis,Robert Zemeckis,Paramount Pictures,Robert Presley,Brendan Gleeson),Anthony Hopkins,Ray Winstone,Robin Wright,John Malkovich,Adventure,2007,4.0,82161969.0,150000000.0,150000000.0,Native-born,North America (US),US,Male,Caucasian,112800000.0,1
Berkeley,Bobby Roth,Bobby Roth,Jung N Restless Productions,Steve Burns,Nick Roth,Henry Winkler,Sebastian Tillinger,Tom Morello,Laura Jordan,Drama,2007,4.0,,2000000.0,,Native-born,North America (US),US,,,,0
Big Rig,Doug Pray,Brad Blondheim,,Doug Pray,Dale Sprouse,Loretta Anderson,Claude Eric Walker Sr.,Jessie Blaine,Douglas Gustafson,Documentary,2007,,,,,Native-born,North America (US),US,,,,0
Billy the Kid,Jennifer Venditti,Jennifer Venditti,Elephant Eye Films,Donald Cumming,,,,,,Documentary,2007,4.0,,500000.0,,,,,,,,0
Black Irish,Brad Gann,J. Todd Harris,Anywhere Road,Michael Fimognari,Michael Angarano,Brendan Gleeson),Thomas Guiry,Emily VanCamp,Melissa Leo,Drama,2007,4.0,6900.0,3000000.0,,,,,,,,1
Black Snake Moan,Craig Brewer,John Singleton,Paramount Pictures,Amy Vincent,Samuel L. Jackson,Christina Ricci,Justin Timberlake,John Cothran Jr.,Michael Raymond-James,Drama,2007,1.0,9396487.0,13000000.0,15000000.0,Native-born,North America (US),US,Male,Caucasian,1554283.0,1
Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,James Crump,James Crump,LM Media GmbH,Christopher Felver,Patti Smith,Dominick Dunne,Tukey Koffend,Jeffrey Fraenkel,Eugenia Parry,Documentary,2007,4.0,,,,Native-born,North America (US),US,Male,,,0
Blackbird,Adam Rapp,David Koplan,,Richard Rutkowski,Anthony Rapp,Paul Sparks,Gillian Jacobs,Annie Parisse,,Drama,2007,,,,,,,,,,,0
Blades of Glory,Will Speck,Ben Stiller,Paramount Pictures,Stefan Czapsky,Will Ferrell,Jon Heder,Will Arnett,Amy Poehler,Jenna Fischer,Comedy,2007,1.0,118153533.0,61000000.0,61000000.0,Native-born,North America (US),US,Male,,27000000.0,1
Blind Dating,James Keach,Joy Mellins,Independent Distribution Partnership (IDP),Julio Macat,Chris Pine,Eddie Kaye Thomas,Jane Seymour,Anjali Jay,Jenny Alden,Drama,2007,2.0,87416.0,2000000.0,,Native-born,North America (US),US,Male,Caucasian,,1
Blonde Ambition,Scott Marshall,Jason Felts,First Look,Mark Irwin),Jessica Simpson,Luke Wilson,Rachael Leigh Cook,Willie Nelson,Jamie Kennedy,Comedy,2007,4.0,5561.0,5000000.0,10000000.0,Native-born,North America (US),US,,,1531057.0,1
Blood and Chocolate,Katja Von Garnier,Tom Rosenberg,MGM,Brendan Galvin,Olivier Martinez,Agnes Bruckner,Hugh Dancy,Katja Riemann,Bryan Dick,Horror,2007,1.0,3525161.0,15000000.0,,Foreign-born,Europe,Germany,Female,Caucasian,,0
Blood and Tears: The Arab-Israeli Conflict,Isidore Rosmarin,Isidore Rosmarin,ThinkFilm,Dale Pearce,Akbar Ahmed,Eve Harow,Saeb Erekat,Izzeldine Abuelaish,Benjamin Netanyahu,Documentary,2007,2.0,3961.0,500000.0,,,,,,,,0
Blood Car,Alex Orr,Jon Swindell,,,Mike Brune,Anna Chlumsky,Katie Rowlett,Marla Leigh Malcolm,Mr. Malt,Horror,2007,,,,,Native-born,North America (US),US,,,,0
Blue State,Marshall Lewy,Andrew Paquin,,Phil Parmet,Anna Paquin,Leigh Enns,Cory Cassidy,Joyce Krenz,Grace Lynn Kung,Romantic Comedy,2007,,,,,,,,,,,1
Body Armour,Gerry Lively,Miriam Porte,,,Chazz Palminteri,Til Schweiger,Lluís Homar,,,Action,2007,,,,,Native-born,North America (US),US,,,,1
Body/Antibody,Kerry Douglas Dye,Jordan Hoffman,,Raoul J Germain,Robert Gomes,Leslie Kendall,Frank Deal,Deborah Gibson,,Drama,2007,,,,,,,,,,,0
Borderland,Zev Berman,Lauren Moews Vilchik,After Dark Films,Scott Kevan),Brian Presley,Rider Strong,Jake Muxworthy,Damián Alcázar),Sean Astin,Horror,2007,4.0,895999.0,2000000.0,,,,,,,,1
Bordertown,Gregory Nava,Gregory Nava,ThinkFilm,Reynaldo Villalobos,Maya Zapata,Jennifer Lopez,Antonio Banderas,Sonia Braga,Martin Sheen,Drama,2007,4.0,,20000000.0,,,,,,,,1
Boy Culture,Q. Allan Brocka,Philip Pierce,TLA Entertainment Group,Joshua Hess,Patrick Bauchau,Jonathon Trent,Darryl Stephens,Derek Magyar,Peyton Hinson,Drama,2007,1.0,220151.0,500000.0,,Native-born,North America (US),US,,,,0
Brand Upon the Brain!,Guy Maddin,Gregg Lachow,The Film Company,Ben Kasulke,Susan Corzatte,Clayton Corzatte,Erik Steffen Maahs,Gretchen Lee Krich,Sullivan Brown,Drama,2007,2.0,227064.0,1500000.0,,Foreign-born,North America (Canada),Canada,Male,Caucasian,,0
Bratz: The Movie,Sean McNamara,Avi Arad,Lionsgate,Christian Sebaldt),Skyler Shaye,Janel Parrish,Logan Browning,Nathalia Ramos,Malese Jow,Comedy,2007,3.0,10005534.0,10000000.0,,Native-born,North America (US),US,Male,,,0
Breach,Billy Ray,Scott Strauss,Universal,Tak Fujimoto,Chris Cooper,Ryan Phillippe,Laura Linney,Dennis Haysbert,Bruce Davison,Biopic,2007,1.0,32958840.0,25000000.0,,Native-born,North America (US),US,Male,Caucasian,1457899.0,1
Bridge to Terabithia,Gabor Csupo,Hal Lieberman,Walt Disney,Michael Chapman,AnnaSophia Robb,Josh Hutcherson,Zooey Deschanel,Lauren Clinton,Bailee Madison,Fantasy,2007,1.0,82234139.0,25000000.0,25000000.0,Foreign-born,Europe,Hungary,Male,Caucasian,55750649.0,1
Bring It On: In It to Win It,Steve Rash,Wayne Morris,,Levie Isaacks,Ashley Benson,Cassie Scerbo,Noel Areizaga,Jennifer Tisdale,Kierstin Koppel,Comedy,2008,1.0,,,,Native-born,North America (US),US,,,,0
Broke Sky,Thomas L Callaway,Jeff Burr,,,Will Wallace,Joe Unger,Bruce Glover,Barbara Chisholm,Duane Whitaker,Comedy,2007,,,,,Native-born,North America (US),US,,,,0
Broken,Alan White,Jerry Wayne,Truly Indie,Neil Shapiro,Heather Graham,Jeremy Sisto,Chad Cunningham,Valerie Azlynn,Randall Batinkoff,Drama,2007,4.0,,,,,,,,,,0
Broken English,Zoe R Cassavetes,Jason Kliot,Magnolia Pictures,John Pirozzi,Parker Posey,Drea de Matteo,Gena Rowlands,Justin Theroux,Josh Hamilton,Romantic Comedy,2007,2.0,955625.0,2000000.0,,Native-born,North America (US),US,,,,1
Brooklyn Rules,Michael Corrente,Richard Barton Lewis,,Richard Crudo,Alec Baldwin,Freddie Prinze Jr.,Scott Caan,Jerry Ferrara,Mena Suvari,Comedy,2007,2.0,398420.0,8000000.0,,,,,,,,1
Bug,William Friedkin,Kimberly C Anderson,Lionsgate,Michael Grady,Ashley Judd,Michael Shannon,Lynn Collins,Brían F. O'Byrne,Harry Connick Jr.,Drama,2007,2.0,7006708.0,9000000.0,4000000.0,Native-born,North America (US),US,Male,Caucasian,1296287.0,1
Burning Annie,Van Flesher,Randy Mack,Armak Productions,Stephan Schultze,Gary Lundy,Sara Downing,Kim Murphy,Brian Klugman,Jay Paulson,Comedy,2007,1.0,,,,,,,,,,0
Caffeine,John Cosgrove,Jo Levi,Steaming Hot Coffee,Shawn Maurer,Marsha Thomason,Mena Suvari,Callum Blue,Mark Pellegrino,Breckin Meyer,Comedy,2007,1.0,,,,Foreign-born,,Australian,,,,0
Canvas,Joseph Greco,Bill Erfuth,Screen Media Ventures,Rob Sweeney),Joe Pantoliano,Marcia Gay Harden,Devon Gearhart,Sophia Bairley,Marcus Johns,Drama,2007,4.0,32525.0,1500000.0,,Native-born,North America (US),US,,,,1
Captain Mike Across America,Michael Moore,Monica Hampton,The Weinstein Company,Kirsten Johnson,Michael Moore,Viggo Mortensen,Joan Baez,Roseanne Barr,Steve Earle,Documentary,2007,,,,,Native-born,North America (US),US,Male,Caucasian,,1
Captivity,Roland Joffé,Mark Damon,Lionsgate,Daniel Pearl,Elisha Cuthbert,Pruitt Taylor-Vince,Daniel Gillies,Laz Alonso,Michael Harney,Thriller,2007,3.0,2626800.0,17000000.0,,Foreign-born,Europe,United Kingdom,Male,Caucasian,6772940.0,0
Care Bears - Oopsy does it,David Doi,,Cinedigm,,,,,,,Animated,2007,3.0,,,,,,,,,,0
Casting About,Barry J Hershey,Lewis Wheeler,Kino International,Allison Humenuk,,,,,,Documentary,2007,2.0,6922.0,500000.0,,,,,,,,0
Catch and Release,Susannah Grant,Jenno Topping,Sony Pictures,John Lindley),Jennifer Garner,Timothy Olyphant,Juliette Lewis,Sam Jaeger,Fiona Shaw,Romantic Comedy,2007,1.0,15221095.0,25000000.0,,Native-born,North America (US),US,,,,1
Chalk,Mike Akel,Mike Akel,Morgan Spurlock Presents,Steven Schaefer,Janelle Schremmer,Chris Mass,Shannon Haragan,Troy Schremmer,Jacqueline Seaborn,Comedy,2007,2.0,300633.0,2000000.0,,,,,,,,0
Changing the Odds,Willie Simmons,Anthony D. Colby,Andeco Films,,Anthony D. Colby,Andrea Morton,Allison Lane,,,Drama,2007,4.0,,,,,,,,,,0
Charlie,Salvatore Interlandi,Adam McClelland,Number51 Pictures,Daniel Sharnoff,D.J. Mendel,Denise Greber,Timothy Donovan,Ewa da Cruz,Kourtney Rutherford,Drama,2007,3.0,,,,,,,,,,0
Charlie Wilson's War,Mike Nichols,Tom Hanks,Universal,Stephen Goldblatt,Tom Hanks,Julia Roberts,Philip Seymour Hoffman,Amy Adams,Shiri Appleby,Biopic,2007,4.0,66636385.0,75000000.0,75000000.0,Native-born,North America (US),US,,,52851676.0,1
Chasing Ghosts: Beyond the Arcade,Lincoln Ruchti,Michael Verrechia,,Lisa Wiegand,Walter Day,Ben Gold,Chris Steele,Billy Mitchell,Leo Daniels,Documentary,2007,,,,,,,,,,,0
China Blue,Micha X Peled,Micha X Peled,Bullfrog Films,Micha X Peled,,,,,,Documentary,2007,1.0,,500000.0,,,,,,,,0
Choking Man,Steve Barron,Steve Barron,Film Movement,Antoine Vivas-Denisov,Octavio Gomez,Eugenia Yuan,Aaron Paul,Mandy Patinkin,Kate Buddeke,Drama,2007,4.0,4189.0,2000000.0,,Foreign-born,Europe,Ireland,Male,Caucasian,,1
Chuck Close,Marion Cajori,Marion Cajori,Art Kaleidoscope Foundation,Mead Hunt,,,,,,Documentary,2007,4.0,,,,Native-born,North America (US),US,,,,0
Cinderella III: A Twist in Time,Frank Nissen,Margot Pipkin,,,Jennifer Hale,Christopher Daniel Barnes,Susanne Blakeslee,Tress MacNeille,Russi Taylor,Animated,2007,,,,,,,,,,,0
Circus Rosaire,Robyn Bliley,Robyn Bliley,,Chad Wilson,Derrick Rosaire Sr.,Pamela Rosaire Zoppe,Kay Rosaire,Derrick Rosaire Jr.,Linda Rosaire,Documentary,2007,,,,,Native-born,North America (US),US,,,,0
Civic Duty,Jeff Renfroe,Peter Krause,Freestyle Digital Media,Dylan Macleod,Peter Krause,Khaled Abol Naga,Richard Schiff,Kari Matchett,Ian Tracey,Drama,2007,2.0,54902.0,3000000.0,,Native-born,North America (US),US,,,,0
Closing Escrow,Armen Kaprelian,Kristen Cox,Magnolia Pictures,Scott Billups,April Barnett,Rob Brownstein,Colleen Crabtree,Andrew Friedman,Wendi McLendon-Covey,Comedy,2007,3.0,5772.0,600000.0,,,,,,,,0
Cocaine Angel,Michael Tully,Michael Tully,IndiePix Films,Shawn Lewallen,Damian Lahey,Kelly Forester,Brenda Benfield,Adonis Boyd,Jamie Dawson,Drama,2007,1.0,,,,,,,Male,,,0
Code Name: The Cleaner,Les Mayfield,Brett Ratner,New Line Cinema,David Franco,Cedric The Entertainer,Lucy Liu,Nicollette Sheridan,Callum Keith Rennie,DeRay Davis,Action,2007,1.0,8104069.0,27000000.0,,Native-born,North America (US),US,,,,1
Colma: The Musical,Richard Wong,Richard Wong,Greenrocksolid,Richard Wong,Jake Moreno,H.P. Mendoza,L A Renigen,Sigrid Sutter,Brian Raffi,Comedy,2007,2.0,129974.0,1500000.0,,,,,,,,0
Compound Eye,Yahn Soon,Yahn Soon,,Yahn Soon,Jesse Reklaw,Fausto Caceres,Atosa Babaoff,Josh Millican,Jill Hartwell,Drama,2007,,,,,,,,,,,0
Confessions of a Superhero,Matt Ogens,Matt Ogens,Virgil Films & Entertainment,Charlie Gruet,Leron Gubler,Johnny Grant,Stan Lee,Margot Kidder,,Documentary,2007,4.0,,,,Native-born,North America (US),US,Male,,,1
Constellation,Jordan Walker-Pearlman,Shannon Murphy,CodeBlack Films,John L Demps Jr.,Billy Dee Williams,Gabrielle Union,Melissa DeSousa,Hill Harper,Zoe Saldana,Drama,2007,1.0,306533.0,3000000.0,,,,,,,,1
Cougar Club,Christopher Duddy,Christopher Duddy,,Christopher Duddy,Faye Dunaway,Joely Fisher,Carrie Fisher,Joanie Laurer,Kaley Cuoco,Romantic Comedy,2007,,,,,,,,Male,,,1
Counting Backwards,Aprill Winney,Adam Pray,,Joseph R Fitzgerald,Benjamin Montague,,,,,Romance,2007,,,,,Native-born,North America (US),US,Female,,,0
Crashing,Gary Walkow,Alain Silver,,Andrew Huebscher,Campbell Scott,Izabella Miko,Alex Kingston,Lizzy Caplan,David Cross,Comedy,2007,,,,,Native-born,North America (US),US,,,,0
Crazy,Rick Bieber,Rick Bieber,,Craig Haagensen,Waylon Payne,Ali Larter,Lane Garrison,Scott Michael Campbell,David Conrad,Biopic,2007,,,,,,,,Male,Caucasian,,0
Crazy Eights,James Koya Jones,Dan DeLuca,After Dark Films,Stephen Lyons,Traci Lords,Frank Whaley,Dina Meyer,Gabrielle Anwar,George Newbern,Horror,2007,4.0,,,,,,,,,,0
Crazy Love,Dan Klores,Dan Klores,Magnolia Pictures,Wolfgang Held,Jimmy Breslin,Rusty Goldberg,Bob Janoff,Rita Kessler,Janet Pomerantz,Documentary,2007,2.0,300372.0,500000.0,,,,,,,,0
Crude Impact,James Jandak Wood,James Jandak Wood,Vista Clara Films,Sharon Anderson,Cindy Cohn,Emeka Duruigbo,Santiago Kawarim,Kavita Ramdas,Natalia Bortolotti,Documentary,2007,1.0,,,,,,,,,,0
Daddy Day Camp,Fred Savage,Jason Shuman,Sony Pictures,Gene Salvatori,Cuba Gooding Jr.,Lochlyn Munro,Paul Rae,Richard Gant,Spencir Bridges),Comedy,2007,3.0,13235267.0,6000000.0,6000000.0,Native-born,North America (US),US,,,4974605.0,1
Dan in Real Life,Peter Hedges,Jonathan Shestack,Walt Disney,Lawrence Sher,Steve Carell,Juliette Binoche,Dane Cook,John Mahoney,Emily Blunt,Comedy,2007,4.0,47636541.0,25000000.0,,,,,Male,Caucasian,18026038.0,1
Dante's Inferno,Sean Meredith,Sean Meredith,,Michael Negrin,Dermot Mulroney,James Cromwell,,,,Comedy,2007,,,,,,,,,,,1
Darfur Now,Ted Braun,Mark Jonathan Harris,Warner Bros.,Kirsten Johnson,Don Cheadle,Hejewa Adam,Pablo Recalde,Ahmed Ahmed Mahmoud Abakar,Luis Moreno-Ocampo,Documentary,2007,4.0,107841.0,1000000.0,,Native-born,North America (US),US,Male,,,1
Darkon,Luke Meyer,Christopher Kikis,Porchlight Entertainment,Hillary Spera,,,,,,Documentary,2007,,,,,Native-born,North America (US),US,Male,,,0
Dating Games People Play,Stefan Marc,Stefan Marc,Dating Games People Play,Christos C Bitsakos,Austin Peck,Leslie Bega,Stefan Marc,Stephanie Brown,Michael Luckerman,Romantic Comedy,2007,1.0,,,,,,,,,,0
Daughters of Wisdom,Bari Pearlman,Bari Pearlman,,Gena Konstantinakos,,,,,,Documentary,2007,,,,,Native-born,North America (US),US,,,,0
David & Layla,Jay Jonroy,Jay Jonroy,Films International,Harlan Bosmajian,David Moscow,Shiva Rose-McDermott,Callie Thorne,Peter Van Wagner,Polly Adams,Romantic Comedy,2007,3.0,120750.0,1500000.0,,,,,,,,0
Day Night Day Night,Julia Loktev,Jessica Levin,First Take (IFC),Benoît Debie,Luisa Williams,Josh Philip Weinstein,Gareth Saxe,Nyambi Nyambi,Frank L Dattolo,Drama,2007,2.0,31777.0,1500000.0,,Native-born,North America (US),US,,,,0
Dead Heist,Bo Webb,,,,Big Daddy Kane,Brandon Hardin,Dominic Santana,E-40,"Traci ""T-Bird"" Dinwiddie",Action,2007,3.0,,,,,,,,,,0
Dead Silence,James Wan,Oren Koules,Universal,John R. Leonetti,Amber Valletta,Ryan Kwanten,Donnie Wahlberg,Michael Fairman,Joan Heney,Thriller,2007,1.0,16545445.0,20000000.0,20000000.0,Foreign-born,Asia,Malaysia,Male,Asian,4040071.0,0
Death at a Funeral,Frank Oz,Sidney Kimmel,MGM,Oliver Curtis,,,,,,Comedy,2007,3.0,8579684.0,9000000.0,,,,,,,,0
